Order_ID,Order_Date,Month,Customer_ID,Customer_Name,Brand,Product_Name,City,State,Region,Channel,Gender,Age_Group,Payment_Method,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Sales,Profit
MS202413310,2024-08-27,2024-08,CUST04315,Customer_21348,Realme,Realme 13 Pro,Chennai,Tamil Nadu,South,Online,Male,26-35,Credit Card,1,27300.0,0,0.0,27300.0,3881.15
MS202408208,2024-08-27,2024-08,CUST22466,Customer_00952,OnePlus,Nord 4,Ranchi,Jharkhand,East,Retail Store,Male,26-35,EMI,1,28800.0,8,2304.0,26496.0,3763.6
MS202429587,2024-08-27,2024-08,CUST04181,Customer_09131,Xiaomi,Redmi 13C,Guwahati,Assam,East,Retail Store,Male,18-25,UPI,2,8800.0,8,1408.0,16192.0,1765.77
MS202409664,2024-08-27,2024-08,CUST22627,Customer_03450,Vivo,Y200,Kochi,Kerala,South,Online,Male,18-25,Credit Card,1,22300.0,0,0.0,22300.0,3074.15
MS202440960,2024-08-27,2024-08,CUST01543,Customer_13410,Oppo,F25 Pro,Bhubaneswar,Odisha,East,Online,Male,18-25,Credit Card,2,25400.0,10,5080.0,45720.0,5274.04
MS202401730,2024-08-27,2024-08,CUST20173,Customer_13104,Samsung,Galaxy M35,Pune,Maharashtra,West,Online,Male,18-25,Credit Card,1,21900.0,10,2190.0,19710.0,1748.0
MS202436132,2024-08-27,2024-08,CUST16350,Customer_17072,Samsung,Galaxy M35,Surat,Gujarat,West,Retail Store,Male,26-35,UPI,1,22200.0,2,444.0,21756.0,2834.49
MS202449475,2024-08-27,2024-08,CUST05094,Customer_18495,Samsung,Galaxy A25,Surat,Gujarat,West,Retail Store,Male,18-25,UPI,1,25100.0,0,0.0,25100.0,2163.13
MS202440744,2024-08-27,2024-08,CUST18548,Customer_07223,Xiaomi,Poco X6,Mumbai,Maharashtra,West,Online,Male,18-25,Credit Card,2,21500.0,0,0.0,43000.0,4154.01
MS202439604,2024-08-27,2024-08,CUST02581,Customer_06306,Vivo,Y28,Ranchi,Jharkhand,East,Online,Female,26-35,UPI,1,13500.0,12,1620.0,11880.0,1582.45
MS202401657,2024-08-27,2024-08,CUST06776,Customer_24248,Nothing,Phone 2,Jaipur,Rajasthan,North,Online,Female,36-45,Credit Card,2,40300.0,0,0.0,80600.0,17829.62
MS202436595,2024-08-27,2024-08,CUST21148,Customer_04463,Xiaomi,Poco F6,Hyderabad,Telangana,South,Online,Male,36-45,Credit Card,1,29900.0,15,4485.0,25415.0,2161.35
MS202444040,2024-08-27,2024-08,CUST07924,Customer_06352,Nothing,Phone 2a,Bhubaneswar,Odisha,East,Online,Male,26-35,UPI,1,24100.0,12,2892.0,21208.0,3044.36
MS202443540,2024-08-27,2024-08,CUST03961,Customer_07553,Vivo,V30,Patna,Bihar,East,Retail Store,Male,26-35,Debit Card,3,32000.0,0,0.0,96000.0,15923.23
MS202411775,2024-08-27,2024-08,CUST19678,Customer_04152,Samsung,Galaxy M35,Bhubaneswar,Odisha,East,Retail Store,Female,18-25,UPI,5,20900.0,15,15675.0,88825.0,7690.43
MS202445157,2024-08-27,2024-08,CUST05432,Customer_14266,Apple,iPhone 13,Hyderabad,Telangana,South,Distributor,Female,26-35,UPI,1,53300.0,20,10660.0,42640.0,4951.72
MS202423802,2024-08-27,2024-08,CUST23634,Customer_04750,Apple,iPhone 13,Indore,Madhya Pradesh,West,Online,Female,56+,Credit Card,2,50500.0,20,20200.0,80800.0,10603.59
MS202409023,2024-08-27,2024-08,CUST21724,Customer_02698,Motorola,Moto G54,Jaipur,Rajasthan,North,Online,Male,36-45,UPI,1,14600.0,5,730.0,13870.0,2343.33
MS202424512,2024-08-27,2024-08,CUST02316,Customer_06057,Apple,iPhone 16,Mysuru,Karnataka,South,Retail Store,Female,36-45,Debit Card,1,72300.0,5,3615.0,68685.0,12000.38
MS202433001,2024-08-27,2024-08,CUST08884,Customer_01293,OnePlus,Nord CE 3,Pune,Maharashtra,West,Retail Store,Male,26-35,UPI,1,20800.0,10,2080.0,18720.0,1962.48
MS202435605,2024-08-27,2024-08,CUST04322,Customer_07487,Motorola,Razr 50,Pune,Maharashtra,West,Online,Female,18-25,UPI,1,74000.0,10,7400.0,66600.0,6563.88
MS202446176,2024-08-27,2024-08,CUST12356,Customer_13412,Realme,Narzo 70,Jaipur,Rajasthan,North,Retail Store,Female,26-35,UPI,2,14300.0,15,4290.0,24310.0,2274.51
MS202428957,2024-08-27,2024-08,CUST22858,Customer_11889,Xiaomi,Poco F6,Lucknow,Uttar Pradesh,North,Retail Store,Male,26-35,Debit Card,2,29200.0,10,5840.0,52560.0,5248.14
MS202410202,2024-08-27,2024-08,CUST05139,Customer_23263,Samsung,Galaxy M35,Chennai,Tamil Nadu,South,Online,Male,26-35,Credit Card,1,20800.0,20,4160.0,16640.0,1489.22
MS202418257,2024-08-27,2024-08,CUST22701,Customer_24077,Oppo,A59,Surat,Gujarat,West,Online,Male,18-25,UPI,1,14700.0,12,1764.0,12936.0,1336.69
MS202435454,2024-08-27,2024-08,CUST20814,Customer_11192,Apple,iPhone 16,Ahmedabad,Gujarat,West,Online,Female,26-35,Debit Card,1,70200.0,12,8424.0,61776.0,10402.83
MS202421184,2024-08-27,2024-08,CUST03437,Customer_14484,iQOO,13,Chandigarh,Chandigarh,North,Online,Female,36-45,Debit Card,1,56500.0,2,1130.0,55370.0,8162.27
MS202418259,2024-08-27,2024-08,CUST15542,Customer_05976,Samsung,Galaxy S24,Hyderabad,Telangana,South,Retail Store,Male,56+,UPI,1,74500.0,20,14900.0,59600.0,3014.63
MS202403560,2024-08-27,2024-08,CUST18427,Customer_05384,Realme,Realme 12,Coimbatore,Tamil Nadu,South,Distributor,Female,26-35,UPI,1,17000.0,15,2550.0,14450.0,889.91
MS202441640,2024-08-27,2024-08,CUST06393,Customer_16741,Samsung,Galaxy M15,Lucknow,Uttar Pradesh,North,Retail Store,Male,26-35,Debit Card,1,15400.0,5,770.0,14630.0,1452.2
MS202421082,2024-08-27,2024-08,CUST06068,Customer_06519,Xiaomi,Poco X6,Patna,Bihar,East,Online,Female,18-25,EMI,1,21400.0,12,2568.0,18832.0,2184.1
MS202444671,2024-08-27,2024-08,CUST09380,Customer_14361,Xiaomi,Redmi 13C,Mysuru,Karnataka,South,Online,Male,18-25,UPI,2,8900.0,5,890.0,16910.0,2735.92
MS202407688,2024-08-27,2024-08,CUST20111,Customer_09607,OnePlus,Nord 4,Bhubaneswar,Odisha,East,Online,Male,36-45,UPI,1,29200.0,10,2920.0,26280.0,4190.17
MS202441855,2024-08-28,2024-08,CUST23753,Customer_19195,Realme,GT 6,Bhubaneswar,Odisha,East,Online,Female,36-45,Debit Card,1,34900.0,10,3490.0,31410.0,4688.53
MS202449823,2024-08-28,2024-08,CUST15866,Customer_14611,Vivo,V40,Delhi,Delhi,North,Retail Store,Male,26-35,Credit Card,1,35200.0,8,2816.0,32384.0,3535.26
MS202417945,2024-08-28,2024-08,CUST24159,Customer_07604,Motorola,Edge 40 Neo,Jaipur,Rajasthan,North,Online,Male,26-35,Credit Card,3,23100.0,2,1386.0,67914.0,9501.43
MS202404220,2024-08-28,2024-08,CUST09776,Customer_19613,Realme,Realme 12,Guwahati,Assam,East,Online,Male,18-25,Cash,1,17600.0,8,1408.0,16192.0,2277.97
MS202414334,2024-08-28,2024-08,CUST15798,Customer_06783,Vivo,Y28,Chennai,Tamil Nadu,South,Online,Male,18-25,UPI,1,13600.0,10,1360.0,12240.0,1889.13
MS202425120,2024-08-28,2024-08,CUST12993,Customer_02363,OnePlus,Nord CE 4,Bengaluru,Karnataka,South,Distributor,Male,26-35,EMI,1,25400.0,5,1270.0,24130.0,3064.26
MS202425117,2024-08-28,2024-08,CUST15420,Customer_09144,Motorola,Moto G34,Chennai,Tamil Nadu,South,Online,Female,36-45,UPI,1,10500.0,0,0.0,10500.0,1436.57
MS202445915,2024-08-28,2024-08,CUST18637,Customer_19982,Motorola,Moto G54,Kolkata,West Bengal,East,Retail Store,Male,18-25,Credit Card,3,15800.0,12,5688.0,41712.0,4783.74
MS202403190,2024-08-28,2024-08,CUST20382,Customer_07464,Realme,Narzo 70,Coimbatore,Tamil Nadu,South,Online,Female,26-35,UPI,1,14600.0,5,730.0,13870.0,1492.8
MS202415551,2024-08-28,2024-08,CUST18678,Customer_00974,Nothing,Phone 3a,Indore,Madhya Pradesh,West,Retail Store,Male,26-35,EMI,1,28200.0,5,1410.0,26790.0,3800.8
MS202435188,2024-08-28,2024-08,CUST02215,Customer_19777,Oppo,Reno 11,Chennai,Tamil Nadu,South,Online,Male,26-35,UPI,3,31500.0,5,4725.0,89775.0,11200.21
MS202418325,2024-08-28,2024-08,CUST10382,Customer_13454,Nothing,Phone 2,Lucknow,Uttar Pradesh,North,Online,Male,18-25,UPI,2,42300.0,12,10152.0,74448.0,12183.66
MS202430948,2024-08-28,2024-08,CUST21694,Customer_13666,Xiaomi,Poco F6,Kolkata,West Bengal,East,Online,Female,18-25,Cash,1,30000.0,10,3000.0,27000.0,2487.77
MS202430737,2024-08-28,2024-08,CUST21684,Customer_18852,Xiaomi,Redmi 13C,Kochi,Kerala,South,Distributor,Male,18-25,Debit Card,1,9500.0,20,1900.0,7600.0,425.17
MS202431335,2024-08-28,2024-08,CUST10291,Customer_06584,Nothing,Phone 2a,Chandigarh,Chandigarh,North,Online,Male,26-35,Credit Card,1,22500.0,12,2700.0,19800.0,2215.89
MS202411732,2024-08-28,2024-08,CUST20186,Customer_16983,OnePlus,Nord 4,Bhubaneswar,Odisha,East,Distributor,Male,18-25,UPI,1,29600.0,2,592.0,29008.0,4822.8
MS202406074,2024-08-28,2024-08,CUST16034,Customer_15413,OnePlus,Nord 4,Patna,Bihar,East,Online,Female,18-25,UPI,1,28500.0,10,2850.0,25650.0,3725.21
MS202430317,2024-08-28,2024-08,CUST03767,Customer_14000,Oppo,Reno 12,Coimbatore,Tamil Nadu,South,Retail Store,Male,46-55,UPI,1,35800.0,2,716.0,35084.0,4761.62
MS202421179,2024-08-28,2024-08,CUST01040,Customer_20399,Samsung,Galaxy A25,Gurugram,Haryana,North,Retail Store,Male,36-45,UPI,1,22600.0,5,1130.0,21470.0,2643.66
MS202403934,2024-08-28,2024-08,CUST04520,Customer_00182,Vivo,Y18,Chandigarh,Chandigarh,North,Retail Store,Female,18-25,Debit Card,1,10700.0,5,535.0,10165.0,1719.3
MS202440313,2024-08-28,2024-08,CUST11920,Customer_06773,Motorola,Edge 40 Neo,Guwahati,Assam,East,Retail Store,Male,18-25,Cash,1,21700.0,8,1736.0,19964.0,2109.76
MS202414713,2024-08-28,2024-08,CUST02007,Customer_24702,Vivo,Y28,Delhi,Delhi,North,Retail Store,Male,26-35,UPI,1,13600.0,5,680.0,12920.0,1996.93
MS202440285,2024-08-28,2024-08,CUST10003,Customer_03754,Samsung,Galaxy M15,Bengaluru,Karnataka,South,Online,Male,26-35,UPI,1,16200.0,10,1620.0,14580.0,934.67
MS202417721,2024-08-28,2024-08,CUST12644,Customer_07072,Realme,Realme 12,Chennai,Tamil Nadu,South,Retail Store,Male,26-35,EMI,4,17300.0,12,8304.0,60896.0,3826.54
MS202437079,2024-08-28,2024-08,CUST00376,Customer_23885,Xiaomi,Redmi 13C,Mumbai,Maharashtra,West,Online,Male,56+,Debit Card,1,9200.0,8,736.0,8464.0,970.22
MS202403012,2024-08-28,2024-08,CUST01179,Customer_20544,OnePlus,Nord CE 3,Chennai,Tamil Nadu,South,Retail Store,Male,26-35,UPI,1,20900.0,15,3135.0,17765.0,2344.79
MS202409249,2024-08-28,2024-08,CUST06737,Customer_03655,Realme,GT 6,Kolkata,West Bengal,East,Online,Male,18-25,EMI,2,36700.0,0,0.0,73400.0,5003.49
MS202411742,2024-08-28,2024-08,CUST08809,Customer_08609,Realme,Realme 13 Pro,Bhopal,Madhya Pradesh,West,Online,Female,18-25,Debit Card,1,26000.0,5,1300.0,24700.0,2731.48
MS202415413,2024-08-28,2024-08,CUST17554,Customer_04892,Oppo,Reno 11,Guwahati,Assam,East,Online,Male,18-25,UPI,2,29500.0,2,1180.0,57820.0,8087.56
MS202441025,2024-08-28,2024-08,CUST17043,Customer_22388,Samsung,Galaxy A15,Lucknow,Uttar Pradesh,North,Distributor,Male,36-45,UPI,1,17200.0,5,860.0,16340.0,1595.29
MS202421707,2024-08-28,2024-08,CUST23789,Customer_02712,Oppo,F25 Pro,Ranchi,Jharkhand,East,Online,Male,18-25,UPI,1,23600.0,8,1888.0,21712.0,1777.86
MS202411997,2024-08-28,2024-08,CUST13937,Customer_02185,OnePlus,OnePlus 13R,Indore,Madhya Pradesh,West,Online,Male,18-25,UPI,3,43700.0,8,10488.0,120612.0,18303.77
MS202428589,2024-08-28,2024-08,CUST08667,Customer_16863,Xiaomi,Redmi Note 13 Pro,Mysuru,Karnataka,South,Retail Store,Female,46-55,Credit Card,1,25200.0,10,2520.0,22680.0,2329.54
MS202444730,2024-08-28,2024-08,CUST07711,Customer_02491,Motorola,Edge 50 Fusion,Gurugram,Haryana,North,Retail Store,Female,46-55,Credit Card,3,24400.0,15,10980.0,62220.0,10070.0
MS202446488,2024-08-28,2024-08,CUST24318,Customer_22355,Vivo,V40,Pune,Maharashtra,West,Retail Store,Male,26-35,UPI,1,34900.0,5,1745.0,33155.0,5015.97
MS202445778,2024-08-28,2024-08,CUST11786,Customer_21836,iQOO,Neo 9 Pro,Chennai,Tamil Nadu,South,Online,Male,56+,Credit Card,3,32200.0,15,14490.0,82110.0,7766.08
MS202404903,2024-08-28,2024-08,CUST12649,Customer_14093,OnePlus,Nord 4,Patna,Bihar,East,Online,Female,18-25,UPI,2,31100.0,5,3110.0,59090.0,9830.56
MS202401527,2024-08-28,2024-08,CUST00355,Customer_01179,Oppo,A59,Chennai,Tamil Nadu,South,Retail Store,Male,26-35,EMI,1,15200.0,5,760.0,14440.0,1858.68
MS202446405,2024-08-28,2024-08,CUST21773,Customer_19760,Xiaomi,Poco X6,Noida,Uttar Pradesh,North,Online,Male,18-25,UPI,1,19900.0,5,995.0,18905.0,1915.94
MS202427394,2024-08-28,2024-08,CUST01596,Customer_03624,Oppo,A59,Chandigarh,Chandigarh,North,Online,Male,36-45,UPI,1,15700.0,2,314.0,15386.0,2050.99
MS202414550,2024-08-28,2024-08,CUST13564,Customer_21770,Motorola,Moto G54,Delhi,Delhi,North,Retail Store,Female,46-55,Cash,1,15800.0,12,1896.0,13904.0,1359.5
MS202438989,2024-08-28,2024-08,CUST05479,Customer_07255,Xiaomi,Redmi Note 13 Pro,Kolkata,West Bengal,East,Retail Store,Female,26-35,UPI,1,26000.0,5,1300.0,24700.0,3544.3
MS202422135,2024-08-28,2024-08,CUST21912,Customer_13869,Realme,Realme 12,Bhopal,Madhya Pradesh,West,Distributor,Male,18-25,Debit Card,1,17600.0,0,0.0,17600.0,1236.65
MS202432509,2024-08-28,2024-08,CUST07451,Customer_05715,Samsung,Galaxy M15,Chennai,Tamil Nadu,South,Retail Store,Male,18-25,Debit Card,1,16800.0,8,1344.0,15456.0,2086.38
MS202422170,2024-08-28,2024-08,CUST06679,Customer_24290,Vivo,V30,Chennai,Tamil Nadu,South,Retail Store,Male,36-45,EMI,1,31200.0,5,1560.0,29640.0,3297.43
MS202425222,2024-08-28,2024-08,CUST19448,Customer_23775,OnePlus,OnePlus 13R,Ranchi,Jharkhand,East,Retail Store,Male,18-25,UPI,1,44600.0,10,4460.0,40140.0,4938.16
MS202446311,2024-08-28,2024-08,CUST09153,Customer_04282,Vivo,V30,Pune,Maharashtra,West,Retail Store,Male,18-25,Credit Card,1,32400.0,12,3888.0,28512.0,2068.85
MS202411457,2024-08-28,2024-08,CUST13857,Customer_12672,OnePlus,Nord CE 3,Ranchi,Jharkhand,East,Online,Female,56+,UPI,1,22200.0,0,0.0,22200.0,3578.93
MS202434951,2024-08-28,2024-08,CUST03433,Customer_17911,Apple,iPhone 15 Pro,Indore,Madhya Pradesh,West,Distributor,Male,36-45,Credit Card,1,134200.0,8,10736.0,123464.0,21158.68
MS202422429,2024-08-28,2024-08,CUST01720,Customer_14943,Realme,GT 6,Kochi,Kerala,South,Distributor,Male,18-25,Credit Card,1,37300.0,2,746.0,36554.0,5335.13
MS202404777,2024-08-28,2024-08,CUST11929,Customer_00398,Realme,Narzo 70,Kolkata,West Bengal,East,Online,Male,18-25,UPI,1,15700.0,2,314.0,15386.0,1655.99
MS202428947,2024-08-28,2024-08,CUST04747,Customer_19315,Xiaomi,Poco X6,Gurugram,Haryana,North,Online,Female,26-35,Cash,1,20600.0,5,1030.0,19570.0,2444.37
MS202409747,2024-08-28,2024-08,CUST11151,Customer_13679,Apple,iPhone 16,Indore,Madhya Pradesh,West,Online,Male,56+,EMI,1,74000.0,0,0.0,74000.0,14516.63
MS202441144,2024-08-28,2024-08,CUST11152,Customer_21366,Samsung,Galaxy S24,Ranchi,Jharkhand,East,Retail Store,Female,26-35,Cash,2,78600.0,20,31440.0,125760.0,18887.53
MS202445695,2024-08-28,2024-08,CUST07047,Customer_11719,Samsung,Galaxy M35,Chennai,Tamil Nadu,South,Online,Female,36-45,Cash,1,21800.0,0,0.0,21800.0,2866.58
MS202406609,2024-08-29,2024-08,CUST12194,Customer_19312,Samsung,Galaxy S24,Kochi,Kerala,South,Online,Male,18-25,Credit Card,1,78400.0,8,6272.0,72128.0,5698.19
MS202423935,2024-08-29,2024-08,CUST22436,Customer_24958,Realme,Realme 12,Delhi,Delhi,North,Retail Store,Male,26-35,Credit Card,2,18500.0,12,4440.0,32560.0,3089.52
MS202424562,2024-08-29,2024-08,CUST21455,Customer_18611,Samsung,Galaxy M35,Gurugram,Haryana,North,Retail Store,Male,26-35,Credit Card,1,22000.0,8,1760.0,20240.0,2441.38
MS202423976,2024-08-29,2024-08,CUST19523,Customer_13920,Apple,iPhone 15,Surat,Gujarat,West,Retail Store,Male,18-25,Credit Card,1,66000.0,10,6600.0,59400.0,7456.12
MS202408782,2024-08-29,2024-08,CUST00094,Customer_21626,Samsung,Galaxy A15,Lucknow,Uttar Pradesh,North,Retail Store,Female,26-35,UPI,2,17700.0,12,4248.0,31152.0,3042.59
MS202423893,2024-08-29,2024-08,CUST17797,Customer_02286,Realme,GT 6,Chennai,Tamil Nadu,South,Online,Male,26-35,Debit Card,1,36300.0,8,2904.0,33396.0,3707.96
MS202430507,2024-08-29,2024-08,CUST18539,Customer_24277,Xiaomi,Redmi Note 13 Pro,Gurugram,Haryana,North,Online,Male,36-45,UPI,1,24200.0,5,1210.0,22990.0,2393.03
MS202405956,2024-08-29,2024-08,CUST00717,Customer_22085,Motorola,Edge 50 Fusion,Guwahati,Assam,East,Retail Store,Female,36-45,Cash,1,22300.0,20,4460.0,17840.0,2409.46
MS202430286,2024-08-29,2024-08,CUST19228,Customer_17194,Vivo,Y28,Gurugram,Haryana,North,Distributor,Male,56+,UPI,1,13900.0,8,1112.0,12788.0,1847.31
MS202434422,2024-08-29,2024-08,CUST00057,Customer_21202,Samsung,Galaxy S24,Mysuru,Karnataka,South,Distributor,Female,18-25,UPI,1,78100.0,0,0.0,78100.0,13343.56
MS202423953,2024-08-29,2024-08,CUST19205,Customer_19477,Apple,iPhone 16,Mysuru,Karnataka,South,Distributor,Male,18-25,EMI,2,71500.0,5,7150.0,135850.0,26452.04
MS202428150,2024-08-29,2024-08,CUST24703,Customer_03337,Samsung,Galaxy A25,Hyderabad,Telangana,South,Retail Store,Female,26-35,UPI,1,25400.0,5,1270.0,24130.0,1993.59
MS202432015,2024-08-29,2024-08,CUST05111,Customer_00173,Xiaomi,Poco X6,Mumbai,Maharashtra,West,Online,Female,26-35,UPI,1,20400.0,10,2040.0,18360.0,418.49
MS202421831,2024-08-29,2024-08,CUST00725,Customer_19527,Nothing,Phone 2,Bengaluru,Karnataka,South,Retail Store,Male,56+,UPI,1,38400.0,20,7680.0,30720.0,3755.25
MS202411500,2024-08-29,2024-08,CUST21395,Customer_17985,Samsung,Galaxy A25,Gurugram,Haryana,North,Retail Store,Female,36-45,UPI,1,24400.0,10,2440.0,21960.0,1363.05
MS202433656,2024-08-29,2024-08,CUST15879,Customer_23761,Samsung,Galaxy A15,Jaipur,Rajasthan,North,Online,Male,18-25,UPI,1,18700.0,20,3740.0,14960.0,1303.62
MS202426789,2024-08-29,2024-08,CUST10358,Customer_07063,OnePlus,Nord 4,Jaipur,Rajasthan,North,Retail Store,Male,56+,Cash,1,29800.0,8,2384.0,27416.0,3631.61
MS202420378,2024-08-29,2024-08,CUST12541,Customer_01398,Oppo,Reno 12,Coimbatore,Tamil Nadu,South,Retail Store,Female,46-55,Cash,1,36700.0,10,3670.0,33030.0,4458.01
MS202425735,2024-08-29,2024-08,CUST05774,Customer_06286,Oppo,A3x,Surat,Gujarat,West,Retail Store,Male,26-35,Credit Card,1,12600.0,2,252.0,12348.0,1791.2
MS202430133,2024-08-29,2024-08,CUST16194,Customer_20892,Motorola,Razr 50,Bengaluru,Karnataka,South,Online,Female,26-35,UPI,1,67800.0,20,13560.0,54240.0,5149.95
MS202430169,2024-08-29,2024-08,CUST03337,Customer_16705,Samsung,Galaxy A25,Delhi,Delhi,North,Retail Store,Male,18-25,EMI,1,24800.0,5,1240.0,23560.0,2328.19
MS202421030,2024-08-29,2024-08,CUST10019,Customer_05552,Samsung,Galaxy A25,Bhopal,Madhya Pradesh,West,Retail Store,Female,46-55,UPI,3,23500.0,0,0.0,70500.0,9489.35
MS202420102,2024-08-29,2024-08,CUST02067,Customer_02526,Oppo,A3x,Surat,Gujarat,West,Online,Female,56+,UPI,1,11400.0,5,570.0,10830.0,836.32
MS202448979,2024-08-29,2024-08,CUST13366,Customer_08275,OnePlus,Nord CE 3,Bengaluru,Karnataka,South,Online,Male,18-25,UPI,1,21100.0,2,422.0,20678.0,3498.0
MS202448397,2024-08-29,2024-08,CUST23587,Customer_17381,Oppo,A59,Delhi,Delhi,North,Online,Male,26-35,Credit Card,2,15000.0,5,1500.0,28500.0,3306.1
MS202412449,2024-08-29,2024-08,CUST11691,Customer_07582,Oppo,Reno 12,Ranchi,Jharkhand,East,Retail Store,Female,46-55,EMI,1,34800.0,15,5220.0,29580.0,2993.39
MS202408428,2024-08-29,2024-08,CUST12834,Customer_09695,Apple,iPhone 13,Bengaluru,Karnataka,South,Online,Male,26-35,UPI,1,51500.0,8,4120.0,47380.0,7258.15
MS202427011,2024-08-29,2024-08,CUST09643,Customer_20723,Apple,iPhone 14,Jaipur,Rajasthan,North,Retail Store,Female,26-35,EMI,1,56500.0,5,2825.0,53675.0,8923.87
MS202423756,2024-08-29,2024-08,CUST18620,Customer_09147,Oppo,F25 Pro,Guwahati,Assam,East,Retail Store,Male,18-25,Credit Card,1,25700.0,5,1285.0,24415.0,2671.39
MS202423800,2024-08-29,2024-08,CUST11174,Customer_14232,Nothing,Phone 2,Mysuru,Karnataka,South,Online,Male,36-45,UPI,1,40200.0,8,3216.0,36984.0,7647.23
MS202428665,2024-08-29,2024-08,CUST08646,Customer_02133,Nothing,Phone 2a,Gurugram,Haryana,North,Online,Male,18-25,UPI,2,22400.0,8,3584.0,41216.0,6932.53
MS202415615,2024-08-29,2024-08,CUST16218,Customer_19076,Samsung,Galaxy M35,Bengaluru,Karnataka,South,Retail Store,Male,36-45,UPI,1,20300.0,10,2030.0,18270.0,2181.47
MS202428375,2024-08-29,2024-08,CUST24511,Customer_07668,Samsung,Galaxy A15,Lucknow,Uttar Pradesh,North,Online,Female,18-25,Credit Card,1,17000.0,5,850.0,16150.0,1925.38
MS202440009,2024-08-29,2024-08,CUST02215,Customer_03238,Xiaomi,Redmi 13C,Ahmedabad,Gujarat,West,Retail Store,Male,26-35,UPI,1,9500.0,12,1140.0,8360.0,797.84
MS202443503,2024-08-29,2024-08,CUST24197,Customer_08967,Motorola,Edge 50 Fusion,Indore,Madhya Pradesh,West,Online,Female,18-25,UPI,1,22200.0,10,2220.0,19980.0,2078.39
MS202439020,2024-08-29,2024-08,CUST02431,Customer_20138,OnePlus,OnePlus 13R,Kolkata,West Bengal,East,Online,Female,18-25,Credit Card,2,45200.0,8,7232.0,83168.0,10404.05
MS202436046,2024-08-29,2024-08,CUST23247,Customer_24965,Samsung,Galaxy A15,Gurugram,Haryana,North,Retail Store,Female,26-35,Credit Card,2,17200.0,0,0.0,34400.0,4510.67
MS202436591,2024-08-29,2024-08,CUST14790,Customer_12182,Realme,GT 6,Surat,Gujarat,West,Retail Store,Female,36-45,Debit Card,1,36200.0,10,3620.0,32580.0,2819.8
MS202449465,2024-08-29,2024-08,CUST04264,Customer_12052,Motorola,Edge 40 Neo,Hyderabad,Telangana,South,Online,Female,26-35,Cash,1,23100.0,2,462.0,22638.0,3432.09
MS202440158,2024-08-29,2024-08,CUST05883,Customer_09468,Vivo,Y18,Mumbai,Maharashtra,West,Distributor,Female,46-55,UPI,1,11000.0,10,1100.0,9900.0,930.82
MS202403907,2024-08-29,2024-08,CUST23810,Customer_05579,Realme,C55,Bhubaneswar,Odisha,East,Online,Male,46-55,UPI,1,10900.0,5,545.0,10355.0,950.78
MS202414135,2024-08-29,2024-08,CUST24999,Customer_03059,Apple,iPhone 13,Kochi,Kerala,South,Online,Male,46-55,EMI,1,52600.0,8,4208.0,48392.0,7401.69
MS202401436,2024-08-29,2024-08,CUST22530,Customer_04510,iQOO,Neo 9 Pro,Noida,Uttar Pradesh,North,Online,Female,26-35,Credit Card,1,35500.0,10,3550.0,31950.0,2861.08
MS202435616,2024-08-29,2024-08,CUST06342,Customer_20711,Oppo,A3x,Chandigarh,Chandigarh,North,Retail Store,Male,18-25,UPI,1,12500.0,8,1000.0,11500.0,1255.82
MS202413385,2024-08-29,2024-08,CUST20878,Customer_16715,Apple,iPhone 15 Pro,Indore,Madhya Pradesh,West,Online,Female,18-25,UPI,1,132000.0,5,6600.0,125400.0,26038.28
MS202438486,2024-08-29,2024-08,CUST07691,Customer_12657,Vivo,V30,Chandigarh,Chandigarh,North,Distributor,Male,26-35,UPI,2,33500.0,10,6700.0,60300.0,5853.72
MS202441652,2024-08-29,2024-08,CUST17054,Customer_15263,Apple,iPhone 15 Pro,Kochi,Kerala,South,Online,Male,26-35,UPI,1,122400.0,8,9792.0,112608.0,15734.8
MS202449382,2024-08-29,2024-08,CUST17261,Customer_08620,Nothing,Phone 2,Lucknow,Uttar Pradesh,North,Online,Male,18-25,EMI,2,38500.0,8,6160.0,70840.0,12625.33
MS202438987,2024-08-29,2024-08,CUST10632,Customer_23310,Apple,iPhone 13,Kolkata,West Bengal,East,Online,Female,26-35,EMI,1,51900.0,12,6228.0,45672.0,6525.67
MS202449599,2024-08-29,2024-08,CUST07343,Customer_15714,Motorola,Moto G34,Bhubaneswar,Odisha,East,Online,Male,46-55,UPI,1,11200.0,10,1120.0,10080.0,1280.51
MS202443942,2024-08-29,2024-08,CUST01308,Customer_20445,Samsung,Galaxy A15,Guwahati,Assam,East,Distributor,Female,26-35,UPI,1,17600.0,8,1408.0,16192.0,1822.46
MS202414822,2024-08-29,2024-08,CUST05541,Customer_11889,Vivo,Y28,Jaipur,Rajasthan,North,Retail Store,Female,18-25,EMI,2,14500.0,5,1450.0,27550.0,3667.41
MS202442332,2024-08-29,2024-08,CUST06048,Customer_14240,Samsung,Galaxy M15,Coimbatore,Tamil Nadu,South,Online,Male,18-25,Credit Card,1,15700.0,10,1570.0,14130.0,1203.89
MS202413342,2024-08-29,2024-08,CUST23971,Customer_17351,Oppo,A3x,Indore,Madhya Pradesh,West,Retail Store,Male,56+,Debit Card,2,12100.0,20,4840.0,19360.0,2146.53
